"unique_id","CalDate","binomial","DailyCount","genus","year","month"
"01610R",2018-07-30,"Hyadaphis foeniculi",1,"Hyadaphis",2018,7
"01610R",2018-07-30,"Metopolophium dirhodum",1,"Metopolophium",2018,7
"01610R",2018-07-30,"Metopolophium dirhodum",1,"Metopolophium",2018,7
"01610R",2018-07-30,"Myzus persicae",3,"Myzus",2018,7
"01610R",2018-07-30,"Myzus persicae",3,"Myzus",2018,7
"01610R",2018-07-30,"Phylloxera spp",1,"Phylloxera",2018,7
"01610R",2018-07-30,"Phylloxera spp",1,"Phylloxera",2018,7
"01610R",2018-07-30,"Pterocallis alni",1,"Pterocallis",2018,7
"01610R",2018-07-30,"Pterocallis alni",1,"Pterocallis",2018,7
"01610R",2018-07-30,"Rhopalosiphum oxyacanthae",9,"Rhopalosiphum",2018,7
"01610R",2018-07-30,"Rhopalosiphum oxyacanthae",9,"Rhopalosiphum",2018,7
"01610R",2018-07-30,"Rhopalosiphum padi",3,"Rhopalosiphum",2018,7
"01610R",2018-07-30,"Rhopalosiphum padi",3,"Rhopalosiphum",2018,7
"01610R",2018-07-30,"Sitobion avenae",6,"Sitobion",2018,7
"01610R",2018-07-30,"Sitobion avenae",6,"Sitobion",2018,7
"01610R",2018-07-30,"Sitobion fragariae",1,"Sitobion",2018,7
"01610R",2018-07-30,"Sitobion fragariae",1,"Sitobion",2018,7
"01610R",2018-07-30,"Thecabius affinis",1,"Thecabius",2018,7
"01610R",2018-07-30,"Thecabius affinis",1,"Thecabius",2018,7
"01611R",2018-08-13,"Aphis rumicis",1,"Aphis",2018,8
"01611R",2018-08-13,"Capitophorus hippophaes",1,"Capitophorus",2018,8
"01611R",2018-08-13,"Cavariella pastinacae",1,"Cavariella",2018,8
"01611R",2018-08-13,"Drepanosiphum platanoidis",6,"Drepanosiphum",2018,8
"01611R",2018-08-13,"Euceraphis punctipennis",1,"Euceraphis",2018,8
"01611R",2018-08-13,"Rhopalosiphum oxyacanthae",4,"Rhopalosiphum",2018,8
"01611R",2018-08-13,"Rhopalosiphum padi",2,"Rhopalosiphum",2018,8
"01611R",2018-08-13,"Sitobion avenae",2,"Sitobion",2018,8
"01611R",2018-08-13,"Thecabius affinis",5,"Thecabius",2018,8
"01612R",2018-08-26,"Anoecia corni",1,"Anoecia",2018,8
"01612R",2018-08-26,"Aphis spp",1,"Aphis",2018,8
"01612R",2018-08-26,"Capitophorus hippophaes",1,"Capitophorus",2018,8
"01612R",2018-08-26,"Pemphigus spp",1,"Pemphigus",2018,8
"01612R",2018-08-26,"Rhopalosiphum padi",2,"Rhopalosiphum",2018,8
"01614R",2018-09-08,"Anoecia corni",4,"Anoecia",2018,9
"01614R",2018-09-08,"Aphis spp",2,"Aphis",2018,9
"01614R",2018-09-08,"Brachycaudus helichrysi",1,"Brachycaudus",2018,9
"01614R",2018-09-08,"Capitophorus elaeagni",1,"Capitophorus",2018,9
"01614R",2018-09-08,"Capitophorus hippophaes",1,"Capitophorus",2018,9
"01614R",2018-09-08,"Cavariella spp",1,"Cavariella",2018,9
"01614R",2018-09-08,"Eriosoma patchiae",1,"Eriosoma",2018,9
"01614R",2018-09-08,"Myzus persicae",1,"Myzus",2018,9
"01614R",2018-09-08,"Pemphigus spp",1,"Pemphigus",2018,9
"01614R",2018-09-08,"Rhopalosiphum oxyacanthae",17,"Rhopalosiphum",2018,9
"01614R",2018-09-08,"Rhopalosiphum padi",12,"Rhopalosiphum",2018,9
"01614R",2018-09-08,"Thecabius affinis",3,"Thecabius",2018,9
"01615R",2018-09-15,"Anoecia corni",5,"Anoecia",2018,9
"01615R",2018-09-15,"Brachycaudus helichrysi",1,"Brachycaudus",2018,9
"01615R",2018-09-15,"Drepanosiphum platanoidis",1,"Drepanosiphum",2018,9
"01615R",2018-09-15,"Dysaphis spp",1,"Dysaphis",2018,9
"01615R",2018-09-15,"Eriosoma spp",2,"Eriosoma",2018,9
"01615R",2018-09-15,"Pemphigus spp",4,"Pemphigus",2018,9
"01615R",2018-09-15,"Prociphilus fraxini",1,"Prociphilus",2018,9
"01615R",2018-09-15,"Rhopalosiphum oxyacanthae",15,"Rhopalosiphum",2018,9
"01615R",2018-09-15,"Rhopalosiphum padi",17,"Rhopalosiphum",2018,9
"01615R",2018-09-15,"Thecabius affinis",8,"Thecabius",2018,9
"01615R",2018-09-15,"Uroleucon spp",1,"Uroleucon",2018,9
"0161R",2018-05-16,"Drepanosiphum platanoidis",12,"Drepanosiphum",2018,5
"0162R",2018-05-30,"Brachycaudus helichrysi",2,"Brachycaudus",2018,5
"0162R",2018-05-30,"Brachycaudus spp",1,"Brachycaudus",2018,5
"0162R",2018-05-30,"Cavariella pastinacae",1,"Cavariella",2018,5
"0162R",2018-05-30,"Cavariella theobaldi",3,"Cavariella",2018,5
"0162R",2018-05-30,"Drepanosiphum platanoidis",13,"Drepanosiphum",2018,5
"0162R",2018-05-30,"Elatobium abietinum",7,"Elatobium",2018,5
"0162R",2018-05-30,"Euceraphis punctipennis",2,"Euceraphis",2018,5
"0162R",2018-05-30,"Metopolophium festucae",1,"Metopolophium",2018,5
"0162R",2018-05-30,"Myzocallis castanicola",7,"Myzocallis",2018,5
"0162R",2018-05-30,"Myzocallis spp",2,"Myzocallis",2018,5
"0162R",2018-05-30,"Periphyllus testudinaceus",2,"Periphyllus",2018,5
"0162R",2018-05-30,"Phyllaphis fagi",1,"Phyllaphis",2018,5
"0162R",2018-05-30,"Pterocomma rufipes",1,"Pterocomma",2018,5
"0162R",2018-05-30,"Rhopalosiphum oxyacanthae",6,"Rhopalosiphum",2018,5
"0162R",2018-05-30,"Sitobion avenae",1,"Sitobion",2018,5
"0162R",2018-05-30,"Sitobion fragariae",1,"Sitobion",2018,5
"0162R",2018-05-30,"Tuberculatus annulatus",18,"Tuberculatus",2018,5
"0162R",2018-05-30,"Tuberculatus borealis",10,"Tuberculatus",2018,5
"0164R",2018-06-13,"Drepanosiphum platanoidis",4,"Drepanosiphum",2018,6
"0164R",2018-06-13,"Phyllaphis fagi",3,"Phyllaphis",2018,6
"0165R",2018-06-22,"Acyrthosiphon malvae",2,"Acyrthosiphon",2018,6
"0165R",2018-06-22,"Brachycaudus helichrysi",2,"Brachycaudus",2018,6
"0165R",2018-06-22,"Cavariella aegopodii",2,"Cavariella",2018,6
"0165R",2018-06-22,"Cinara spp",1,"Cinara",2018,6
"0165R",2018-06-22,"Drepanosiphum platanoidis",13,"Drepanosiphum",2018,6
"0165R",2018-06-22,"Euceraphis punctipennis",11,"Euceraphis",2018,6
"0165R",2018-06-22,"Myzocallis castanicola",1,"Myzocallis",2018,6
"0165R",2018-06-22,"Phyllaphis fagi",2,"Phyllaphis",2018,6
"0165R",2018-06-22,"Rhopalosiphum oxyacanthae",1,"Rhopalosiphum",2018,6
"0165R",2018-06-22,"Rhopalosiphum padi",1,"Rhopalosiphum",2018,6
"0165R",2018-06-22,"Uroleucon spp",1,"Uroleucon",2018,6
"0169R",2018-07-28,"Cavariella pastinacae",2,"Cavariella",2018,7
"0169R",2018-07-28,"Cavariella theobaldi",1,"Cavariella",2018,7
"0169R",2018-07-28,"Macrosiphum euphorbiae",1,"Macrosiphum",2018,7
"0169R",2018-07-28,"Pterocallis alni",6,"Pterocallis",2018,7
"0169R",2018-07-28,"Rhopalosiphum oxyacanthae",3,"Rhopalosiphum",2018,7
"0EE127R",2003-05-22,"Brachycaudus helichrysi",2,"Brachycaudus",2003,5
"0EE127R",2003-05-22,"Cavariella aegopodii",1,"Cavariella",2003,5
"0EE127R",2003-05-22,"Drepanosiphum platanoidis",29,"Drepanosiphum",2003,5
"0EE127R",2003-05-22,"Elatobium abietinum",106,"Elatobium",2003,5
"0EE127R",2003-05-22,"Euceraphis punctipennis",1,"Euceraphis",2003,5
"0EE127R",2003-05-22,"Periphyllus testudinaceus",1,"Periphyllus",2003,5
"0EE127R",2003-05-22,"Rhopalosiphum oxyacanthae",2,"Rhopalosiphum",2003,5
